Recipe_id,Recipe,Ingredients,Link,Cuisine,Easy
357,Mason Jar Salad Meal Prep,"['chicken breast', 'lemon juice', 'cherry tomato', 'honey', 'cucumber', 'asparagus', 'shrimp', 'onion', 'oil', 'chili powder', 'cabbage', 'carrot', 'lime juice', 'yellow bell', 'oregano']",https://tasty.co/recipe/mason-jar-salad-meal-prep,american,Yes
359,Penne Alla Vodka With Bacon,"['butter', 'marzano tomato strainer', 'penne pasta', 'heavy cream', 'shallot', 'oil', 'basil', 'garlic', 'bacon', 'burrata', 'vodka', 'cheese']",https://tasty.co/recipe/penne-alla-vodka-with-bacon,italian,No
359,Penne Alla Vodka With Bacon,"['butter', 'marzano tomato strainer', 'penne pasta', 'heavy cream', 'shallot', 'oil', 'basil', 'garlic', 'bacon', 'burrata', 'vodka', 'cheese']",https://tasty.co/recipe/penne-alla-vodka-with-bacon,american,No
360,Stuffed Shells,"['spinach', 'container', 'oil', 'garlic', 'package jumbo shell', 'marinara sauce', 'mozzarella', 'basil leaf', 'egg', 'cheese']",https://tasty.co/recipe/stuffed-shells,italian,No
361,Tempeh Tacos,"['jalapeno', 'tempeh package', 'cumin', 'tortilla', 'onion', 'oil', 'chili', 'soy sauce']",https://tasty.co/recipe/tempeh-tacos,american,Yes
361,Tempeh Tacos,"['jalapeno', 'tempeh package', 'cumin', 'tortilla', 'onion', 'oil', 'chili', 'soy sauce']",https://tasty.co/recipe/tempeh-tacos,latin_american,Yes
362,Spicy Fried Chicken,"['heavy cream', 'buffalo mix divide', 'oil', 'flour', 'chicken thigh']",https://tasty.co/recipe/spicy-fried-chicken,american,No
363,Double Cheeseburger by Chef Erik Anderson,"['lemon juice', 'pickle relish', 'Chuck roll', 'ketchup', 'bacon', 'wine vinegar', 'potato', 'mayonnaise', 'onion', 'dill', 'garlic', 'tomato', 'thyme', 'iceberg lettuce', 'cheese']",https://tasty.co/recipe/double-cheeseburger-by-chef-erik-anderson,american,No
365,Chicken and Salmon Meal Prep,"['broccoli', 'chicken breast', 'pesto', 'squash', 'lemon juice', 'cauliflower', 'fillet', 'oregano', 'oil drizzling', 'bell pepper']",https://tasty.co/recipe/chicken-and-salmon-meal-prep,american,Yes
366,Fancy AF Fish Finger Sandwich,"['lemon', 'grain mustard', 'ketchup', 'caper', 'bread', 'mayonnaise', 'cod fillet', 'gherkin', 'flour', 'lettuce', 'panko breadcrumb', 'rocket leaf', 'egg', 'cheese']",https://tasty.co/recipe/fancy-af-fish-finger-sandwich,british,Yes
368,Crab Cakes Eggs Benedict,"['lemon juice', 'yolk', 'shallot', 'cayenne', 'oil', 'parsley', 'wine vinegar', 'dijon mustard', 'mayonnaise', 'flour', 'meat shell', 'butter', 'panko breadcrumb', 'lemon zest', 'egg']",https://tasty.co/recipe/crab-cakes-eggs-benedict,american,No
369,Kimchi Grilled Cheese,"['sugar', 'cheddar', 'bread', 'butter', 'oil', 'kimchi', 'cheese']",https://tasty.co/recipe/kimchi-grilled-cheese,korean,Yes
369,Kimchi Grilled Cheese,"['sugar', 'cheddar', 'bread', 'butter', 'oil', 'kimchi', 'cheese']",https://tasty.co/recipe/kimchi-grilled-cheese,american,Yes
373,Salmon Rice Ball (Onigiri),"['shiso leaf', 'rice', 'salmon']",https://tasty.co/recipe/salmon-rice-ball-onigiri,japanese,Yes
375,Sloppy Joe On A Stick,"['mustard powder', 'ice pop stick', 'heavy cream', 'potato chip', 'ketchup', 'onion', 'pickle', 'oil', 'garlic', 'puff pastry minute', 'beef', 'worcestershire sauce', 'egg', 'cheese']",https://tasty.co/recipe/sloppy-joe-on-a-stick,american,No
376,Jackfruit Tacos,"['paprika', 'cumin', 'liquid smoke', 'tortilla', 'onion', 'jackfruit', 'chili powder', 'garlic', 'oil', 'stock', 'bbq sauce']",https://tasty.co/recipe/jackfruit-tacos,american,No
376,Jackfruit Tacos,"['paprika', 'cumin', 'liquid smoke', 'tortilla', 'onion', 'jackfruit', 'chili powder', 'garlic', 'oil', 'stock', 'bbq sauce']",https://tasty.co/recipe/jackfruit-tacos,latin_american,No
377,Baja BÃ¡nh MÃ¬,"['roll split', 'jalapeno', 'lime', 'sugar', 'canola vegetable', 'cremini mushroom', 'rice wine vinegar', 'potato thick plank', 'canola', 'ginger', 'beer', 'onion', 'flour', 'avocado', 'juice', 'cilantro stem', 'worcestershire', 'oil', 'garlic', 'cabbage', 'cucumber ribbon', 'stalk lemongrass', 'chipotle powder', 'carrot matchstick']",https://tasty.co/recipe/baja-banh-mi,vietnamese,No
381,One-pan Chicken And Veggie Meal Prep 2 Ways,"['bean', 'broccoli', 'chicken breast', 'cumin', 'honey', 'sesame', 'ginger', 'onion', 'oil', 'rice', 'garlic', 'lime juice', 'chipotle powder', 'carrot bias', 'pea']",https://tasty.co/recipe/one-pan-chicken-and-veggie-meal-prep-2-ways,japanese,Yes
381,One-pan Chicken And Veggie Meal Prep 2 Ways,"['bean', 'broccoli', 'chicken breast', 'cumin', 'honey', 'sesame', 'ginger', 'onion', 'oil', 'rice', 'garlic', 'lime juice', 'chipotle powder', 'carrot bias', 'pea']",https://tasty.co/recipe/one-pan-chicken-and-veggie-meal-prep-2-ways,latin_american,Yes
382,Buffalo Chicken Buddha Bowl,"['lemon', 'chicken breast', 'cilantro leaf', 'cherry tomato', 'celery', 'ranch', 'onion', 'buffalo sauce', 'lettuce', 'cauliflower rice', 'avocado']",https://tasty.co/recipe/buffalo-chicken-buddha-bowl,american,No
383,Chicken Salad Sliders,"['dill', 'lemon juice', 'paprika', 'celery', 'heavy cream', 'cayenne', 'bacon', 'dijon mustard', 'mayonnaise', 'slider bun', 'onion', 'chive', 'lettuce']",https://tasty.co/recipe/chicken-salad-sliders,american,No
384,Instant Pot French Dip Sandwich,"['butter', 'roll', 'onion', 'oil', 'garlic', 'beef stock', 'chuck roast', 'rosemary']",https://tasty.co/recipe/instant-pot-french-dip-sandwich,french,Yes
386,Spam BLT,"['leaf lettuce', 'bread', 'mayonnaise', 'oil', 'tomato', 'half']",https://tasty.co/recipe/spam-blt,american,Yes
387,Avocado And Roasted Chickpea Toast,"['slice bread', 'chickpea', 'avocado']",https://tasty.co/recipe/avocado-and-roasted-chickpea-toast,american,Yes
390,Teriyaki Chicken Cauliflower Rice Bowl,"['cornstarch', 'broccoli', 'chicken breast', 'cauliflower', 'sesame seed', 'ginger', 'maple syrup', 'oil', 'garlic', 'cabbage', 'carrot', 'onion tbsp', 'soy sauce']",https://tasty.co/recipe/teriyaki-chicken-cauliflower-rice-bowl,japanese,No
391,Roasted Summer Veggies Meal Prep,"['oil', 'onion', 'garlic', 'rom tomato', 'zucchini', 'skin']",https://tasty.co/recipe/roasted-summer-veggies-meal-prep,american,Yes
394,South African-Style Grilled Cheese (Braaibroodjie),"['butter', 'mango chutney', 'bread', 'oil', 'onion', 'garlic', 'rom tomato', 'cheese']",https://tasty.co/recipe/south-african-style-grilled-cheese-braaibroodjie,african,Yes
394,South African-Style Grilled Cheese (Braaibroodjie),"['butter', 'mango chutney', 'bread', 'oil', 'onion', 'garlic', 'rom tomato', 'cheese']",https://tasty.co/recipe/south-african-style-grilled-cheese-braaibroodjie,american,Yes
394,South African-Style Grilled Cheese (Braaibroodjie),"['butter', 'mango chutney', 'bread', 'oil', 'onion', 'garlic', 'rom tomato', 'cheese']",https://tasty.co/recipe/south-african-style-grilled-cheese-braaibroodjie,african,Yes
396,Homemade Doritos Locos Tacos,"['msg', 'Doritos Nacho Tortilla Chips', 'beef', 'shortening', 'tomato', 'iceberg lettuce', 'chili', 'cornstarch', 'sugar', 'heavy cream', 'harina', 'paprika', 'onion', 'flour', 'cheese', 'cumin', 'beef bouillon', 'coriander', 'cayenne', 'oil', 'garlic']",https://tasty.co/recipe/homemade-doritos-locos-tacos,latin_american,No
399,Homemade Alphabet Soup,"['celery', 'onion', 'carrot', 'beef', 'stock', 'tomato', 'alphabet pasta pasta choice', 'cheese']",https://tasty.co/recipe/homemade-alphabet-soup,american,Yes
400,Maggi Fried Chicken Sandwich,"['packet noodle packet', 'cilantro', 'canola', 'cayenne', 'ginger', 'bread', 'onion', 'mayonnaise', 'oil', 'flour', 'cabbage', 'lime juice', 'breast thin', 'egg']",https://tasty.co/recipe/maggi-fried-chicken-sandwich,indian,Yes
400,Maggi Fried Chicken Sandwich,"['packet noodle packet', 'cilantro', 'canola', 'cayenne', 'ginger', 'bread', 'onion', 'mayonnaise', 'oil', 'flour', 'cabbage', 'lime juice', 'breast thin', 'egg']",https://tasty.co/recipe/maggi-fried-chicken-sandwich,american,Yes
401,Healthier Instant Noodles,"['spinach', 'instant noodle', 'onion', 'oil', 'mushroom', 'carrot matchstick']",https://tasty.co/recipe/healthier-instant-noodles,american,Yes
402,Linguine Alfredo,"['heavy cream', 'box linguine', 'parsley', 'garlic', 'butter', 'cheese']",https://tasty.co/recipe/linguine-alfredo,italian,No
406,Spicy Chicken Salad,"['chicken breast', 'rice vinegar', 'sugar', 'cilantro', 'sesame seed', 'cucumber', 'ginger', 'scallion part', 'garlic', 'bean paste', 'tomato', 'sake', 'oil']",https://tasty.co/recipe/spicy-chicken-salad,japanese,Yes
408,3-Minute Coconut Chickpea Curry,"['spinach', 'cumin', 'cayenne', 'garam masala', 'cilantro', 'ginger', 'tumeric', 'coriander', 'coconut cream', 'onion', 'rice', 'lime juice', 'chickpea']",https://tasty.co/recipe/3-minute-coconut-chickpea-curry,indian,Yes
409,Roasted Veggie And White Bean Salad,"['fine', 'lemon', 'fennel bulb', 'bean', 'wine vinegar', 'dijon mustard', 'onion', 'oil', 'garlic', ' broccoli', 'egg', 'fennel fond']",https://tasty.co/recipe/roasted-veggie-and-white-bean-salad,american,No
411,Instant Pot Beef Bulgogi,"['rice vinegar', 'rice lettuce', 'oil', 'sugar', 'gochujang', 'mayonnaise', 'meduim pear', 'daikon radish', 'sesame seed', 'ginger', 'onion', 'beef chuck roast', 'carrot', 'cucumber', 'garlic', 'scallion', 'egg']",https://tasty.co/recipe/instant-pot-beef-bulgogi,korean,No
413,Grilled Swineapple Dogs,"['jalapeno', 'paprika', 'bun', 'bacon', 'BBQ sauce', 'onion', 'pineapple spear', 'pork dog', 'chili']",https://tasty.co/recipe/grilled-swineapple-dogs,american,Yes
414,Bacon-wrapped jalapeno Popper Dogs,"['bun', 'beef dog', 'bacon', 'brown sugar', 'jalapenoes', 'cheese']",https://tasty.co/recipe/bacon-wrapped-jalapeno-popper-dogs,american,No
415,Instant Pot Mac & Cheese,"['butter', 'parsley', 'elbow macaroni', 'milk', 'cheese']",https://tasty.co/recipe/instant-pot-mac-cheese,american,Yes
418,Grilled Lemongrass Pork BÃ¡nh MÃ¬,"['roll', 'jalapeno', 'sugar', 'cilantro leaf tender stem', 'vinegar', 'pÃ¢tÃ©', 'oil', 'cucumber', 'onion', 'daikon root matchstick', 'mayonnaise', 'pork butt thick', 'wine', 'stalk lemongrass', 'carrot matchstick']",https://tasty.co/recipe/grilled-lemongrass-pork-banh-mi,vietnamese,No
419,Peanut Butter & Jelly Spiders,"['raisin', 'nut butter', 'grain bread', 'pretzel stick']",https://tasty.co/recipe/peanut-butter-jelly-spiders,american,Yes
420,Chicken Cheddar Broccoli Pockets,"['broccoli', 'chicken breast', 'sugar', 'oil', 'flour', 'yeast', 'cheese']",https://tasty.co/recipe/chicken-cheddar-broccoli-pockets,american,No
422,Vegan Spring Roll In A Bowl,"['bean sprout', 'jalapeno', 'rice vinegar', 'cilantro', 'oil', 'oil', 'tamari', 'rice vermicelli noodle', 'basil', 'lime juice', 'carrot', 'avocado', 'chili sauce Huy Fong Foods', 'cucumber', 'garlic', 'leaf', 'brown sugar', 'bell pepper']",https://tasty.co/recipe/vegan-spring-roll-in-a-bowl,american,Yes
422,Vegan Spring Roll In A Bowl,"['bean sprout', 'jalapeno', 'rice vinegar', 'cilantro', 'oil', 'oil', 'tamari', 'rice vermicelli noodle', 'basil', 'lime juice', 'carrot', 'avocado', 'chili sauce Huy Fong Foods', 'cucumber', 'garlic', 'leaf', 'brown sugar', 'bell pepper']",https://tasty.co/recipe/vegan-spring-roll-in-a-bowl,vietnamese,Yes
423,Cat-Shaped Pork Buns,"['oil', 'sugar', 'pork', 'milk', 'onion', 'flour', 'food coloring', 'cabbage', 'yeast', 'brushing']",https://tasty.co/recipe/cat-shaped-pork-buns,chinese,No
424,Pear Butter Chicken And Waffles By ReShawn Wilder,"['breast strip', 'lemon', 'barlett pear', 'waffle iron', 'sugar', 'heavy cream', 'allspice', 'vanilla extract', 'milk', 'flour', 'oil', 'cinnamon', 'nutmeg', 'egg']",https://tasty.co/recipe/pear-butter-chicken-and-waffles-by-reshawn-wilder,american,No
429,Apple And Cabbage Slaw With Herbed Salmon,"['fillet thick', 'vinegar', 'honey', ' purple cabbage', 'sesame seed', 'oil', 'apple', ' cabbage']",https://tasty.co/recipe/apple-and-cabbage-slaw-with-herbed-salmon,american,No
430,Japanese Fried Chicken Bento,"['sugar', 'curry powder', 'ginger', 'flour', 'garlic', 'potato starch', 'chicken thigh', 'sake']",https://tasty.co/recipe/japanese-fried-chicken-bento,japanese,Yes
431,Freezer Prep Chicken Fajitas,"['chicken breast', 'cumin', 'onion', 'oil', 'chili powder', 'garlic', 'lime juice', 'orange', 'bell pepper']",https://tasty.co/recipe/freezer-prep-chicken-fajitas,latin_american,Yes
431,Freezer Prep Chicken Fajitas,"['chicken breast', 'cumin', 'onion', 'oil', 'chili powder', 'garlic', 'lime juice', 'orange', 'bell pepper']",https://tasty.co/recipe/freezer-prep-chicken-fajitas,american,Yes
433,Cow-Shaped Veggie Buns,"['oil', 'sugar', 'ginger', 'milk', 'onion', 'flour', 'shiitake mushroom', 'food', 'cabbage', 'yeast', 'brushing', 'coloring']",https://tasty.co/recipe/cow-shaped-veggie-buns,chinese,No
437,Tuna Melt,"['butter', 'celery', 'bread', 'mayonnaise', 'pickle', 'oil', 'cheese']",https://tasty.co/recipe/tuna-melt,american,Yes
438,Garlic Sesame Salad Dressing,"['oil', 'rice vinegar', 'sesame seed', 'ginger', 'oil', 'garlic', 'scallion', 'brown sugar']",https://tasty.co/recipe/garlic-sesame-salad-dressing,chinese,Yes
439,White Chicken Chili,"['bean', 'chicken breast', 'cilantro leaf', 'heavy cream', 'cumin', 'cayenne', 'onion', 'oil', 'chili powder', 'garlic', 'corn', 'chile', 'oregano', 'sodium chicken stock', 'cheese']",https://tasty.co/recipe/white-chicken-chili,american,No
440,Cacio E Pepe,"['butter', 'spathetti', 'cheese']",https://tasty.co/recipe/cacio-e-pepe,italian,No
441,Pork And Chicken Hallacas,"['piloncillo', 'cumin', 'tomato', 'leek', 'dijon mustard', 'raisin', 'packet gelatin', 'pork shoulder', 'worcestershire sauce', 'corn flour', 'annatto seed', 'giardiniera', 'almond', 'banana leaf', 'lard', 'onion', 'manzanilla olive', 'marsala wine', 'scallion', 'stock', 'bell pepper']",https://tasty.co/recipe/pork-and-chicken-hallacas,latin_american,No
441,Pork And Chicken Hallacas,"['piloncillo', 'cumin', 'tomato', 'leek', 'dijon mustard', 'raisin', 'packet gelatin', 'pork shoulder', 'worcestershire sauce', 'corn flour', 'annatto seed', 'giardiniera', 'almond', 'banana leaf', 'lard', 'onion', 'manzanilla olive', 'marsala wine', 'scallion', 'stock', 'bell pepper']",https://tasty.co/recipe/pork-and-chicken-hallacas,latin_american,No
443,Spicy BBQ Tofu Marinade,"['jalapeno', 'paprika', 'cumin', 'apple cider vinegar', 'honey agave', 'tofu', 'chili']",https://tasty.co/recipe/spicy-bbq-tofu-marinade,thai,Yes
445,Tamagoyaki (Bento),"['edamame', 'egg']",https://tasty.co/recipe/tamagoyaki-bento,japanese,Yes
447,Korean-Style Pork Belly Nachos,"['tortilla chip', 'heavy cream', 'honey', 'pork', 'onion', 'garlic', 'kimchi', 'juice', 'scallion', 'tomato', 'oil', 'cheese']",https://tasty.co/recipe/korean-style-pork-belly-nachos,korean,No
448,Mini Chicken Tacos,"['flour tortilla', 'bean', 'salsa', 'onion', 'rice', 'cherry half', 'lettuce', 'cheese']",https://tasty.co/recipe/mini-chicken-tacos-1,american,Yes
449,In-N-Out Copycat Sauce,"['sugar', 'vinegar', 'ketchup', 'mayonnaise', 'pickle']",https://tasty.co/recipe/in-n-out-copycat-sauce,american,Yes
453,Shrimp Katsu Rice Burger,"['flour dredging', 'leaf leaf lettuce', 'sesame', 'shrimp', 'mayonnaise', 'pickle', 'oil', 'rice', 'onion', 'tofu', 'egg', 'panko bread crumb']",https://tasty.co/recipe/shrimp-katsu-rice-burger,japanese,No
456,Air Fryer Chicken Parm,"['chicken breast', 'ball mozzarella', 'parsley', 'flour', 'panko breadcrumb', 'marinara sauce', 'egg', 'cheese']",https://tasty.co/recipe/air-fryer-chicken-parm,italian,No
457,Cubano Panini Sandwich,"['honey', 'pork', 'bread', 'mustard', 'dill pickle', 'cheese']",https://tasty.co/recipe/cubano-panini-sandwich,american,Yes
457,Cubano Panini Sandwich,"['honey', 'pork', 'bread', 'mustard', 'dill pickle', 'cheese']",https://tasty.co/recipe/cubano-panini-sandwich,latin_american,Yes
459,"One Whole Chicken, Three Different Meals","['butter', 'honey', 'rainbow', 'marinara sauce', 'grain rice', 'kale', 'peel', 'oregano', 'roast', 'lemon', 'zest', 'parsley', 'meat quarter', 'carcas', 'mozzarella', 'chimichurri', 'paprika', 'bread crumb', 'oil', 'wine vinegar', 'onion', 'flour', 'carrot', 'juice', 'bay leaf', 'cheese', 'chicken breast', 'oil', 'garlic', 'stock', 'egg']",https://tasty.co/recipe/one-whole-chicken-three-different-meals,american,No
459,"One Whole Chicken, Three Different Meals","['butter', 'honey', 'rainbow', 'marinara sauce', 'grain rice', 'kale', 'peel', 'oregano', 'roast', 'lemon', 'zest', 'parsley', 'meat quarter', 'carcas', 'mozzarella', 'chimichurri', 'paprika', 'bread crumb', 'oil', 'wine vinegar', 'onion', 'flour', 'carrot', 'juice', 'bay leaf', 'cheese', 'chicken breast', 'oil', 'garlic', 'stock', 'egg']",https://tasty.co/recipe/one-whole-chicken-three-different-meals,italian,No
461,Albondigas (Mexican Meatball Soup),"['cumin', 'cilantro', 'oil', 'grain rice', 'radish', 'celery', 'turkey', 'serrano', 'chicken stock', 'onion', 'ancho chile', 'lime juice', 'carrot', 'avocado', 'queso fresco', 'beef', 'potato', 'oregano Mexican', 'garlic', 'Lime wedge', 'egg']",https://tasty.co/recipe/albondigas-mexican-meatball-soup,latin_american,No
462,Cheesy Stuffed Eggplant,"['butter', 'cherry tomato', 'thyme leaf', 'parsley', 'baby bella mushroom', 'onion', 'eggplant', 'oil', 'garlic', 'sweet pea', 'wine', 'stock', 'mozzarella', 'drizzle', 'farro', 'cheese']",https://tasty.co/recipe/cheesy-stuffed-eggplant,american,No
464,Chicken Bacon Ranch Pockets,"['chicken breast', 'sugar', 'ranch', 'bacon', 'oil', 'flour', 'yeast', 'cheese']",https://tasty.co/recipe/chicken-bacon-ranch-pockets,american,No
465,Leftover Turkey Sandwich,"['fine', 'dill', 'lemon juice', 'pullman bread', 'heavy cream', 'leftover turkey', 'wine vinegar', 'dijon mustard', 'onion', 'oil', ' gem lettuce leaf', 'cheese']",https://tasty.co/recipe/leftover-turkey-sandwich,american,Yes
468,Turkey Burgers,"['tomato slice', 'oil', 'burger bun', 'ketchup', 'mayonnaise', 'onion', 'pickle', 'turkey', 'panko breadcrumb', 'worcestershire sauce', 'lettuce']",https://tasty.co/recipe/turkey-burgers,american,No
469,Singapore Coffee Ribs,"['brown', 'chilli', 'rice wine', 'sugar', 'spring onion', 'cinnamon stick', 'soy sauce', 'bicarbonate soda soda', 'sesame seed', 'BBQ sauce', 'corn flour', 'coffee granule', 'oyster sauce', 'sesame', 'coriander', 'oil', 'garlic', 'egg', 'pork sparerib']",https://tasty.co/recipe/singapore-coffee-ribs,chinese,No
470,Ham Fried Rice,"['oil', 'snap pea', 'cilantro', 'sesame seed', 'Premium Ham', 'carrot', 'rice brown rice', 'egg', 'onion bias']",https://tasty.co/recipe/ham-fried-rice,chinese,No
475,New York City Dog,"['Kosher beef dog', 'bun', 'ketchup', 'onion', 'oil', 'mustard', 'sauerkraut']",https://tasty.co/recipe/new-york-city-dog,american,Yes
477,Lemon Herb Tofu Marinade,"['lemon juice', 'basil', 'garlic', 'tofu']",https://tasty.co/recipe/lemon-herb-tofu-marinade,thai,Yes
478,Cheesesteak,"['butter', 'ribeye steak', 'onion', 'oil', 'hoagie roll', 'cheese']",https://tasty.co/recipe/cheesesteak,american,No
481,Garlic Dijon Tofu Marinade,"['mayonnaise', 'basil', 'garlic', 'mustard', 'tofu']",https://tasty.co/recipe/garlic-dijon-tofu-marinade,thai,Yes
483,How To Make The Creamiest Butter Chicken,"['butter', 'roti', 'tomato', 'lemon', 'pod', 'fat yogurt', 'sugar', 'heavy cream', 'cinnamon stick', 'Paratha', 'chicken thigh', 'nutmeg', 'naan', 'basmati rice', 'turmeric', 'cilantro', 'ginger', 'onion', 'chile', 'cumin seed', 'bay', 'cumin', 'kulcha', 'cardamom', 'cashew', 'coriander', 'oil', 'kashmiri powder', 'garlic']",https://tasty.co/recipe/tasty-101-butter-chicken-chicken-makhani,indian,No
486,Chicken Schnitzel,"['chicken breast', 'lemon wedge', 'parsley', 'oil', 'flour', 'panko breadcrumb', 'egg']",https://tasty.co/recipe/chicken-schnitzel,german,No
489,Grilled Peach Panini,"['bread crusty artisan bread', 'pesto', 'arugula', 'peach', 'vinegar', 'butter', 'oil drizzling', 'cheese']",https://tasty.co/recipe/grilled-peach-panini,american,No
492,Honey Mustard Salmon,"['grain mustard', 'honey', 'oil', 'garlic', 'fillet']",https://tasty.co/recipe/honey-mustard-salmon,american,No
495,Air Fryer Crispy Honey Soy Tofu,"['sambal', 'honey', 'lime', 'cornstarch', 'vegetable', 'scallion green', 'potato starch', 'sesame seed', 'ginger', 'onion', 'wine', 'juice', 'oil', 'rice', 'garlic', 'tofu', 'brown sugar']",https://tasty.co/recipe/air-fryer-honey-soy-tofu,japanese,No
495,Air Fryer Crispy Honey Soy Tofu,"['sambal', 'honey', 'lime', 'cornstarch', 'vegetable', 'scallion green', 'potato starch', 'sesame seed', 'ginger', 'onion', 'wine', 'juice', 'oil', 'rice', 'garlic', 'tofu', 'brown sugar']",https://tasty.co/recipe/air-fryer-honey-soy-tofu,chinese,No
496,Savory Stuffing Waffles,"['waffle iron', 'stuffing', 'maple syrup', 'cranberry sauce', 'egg', 'cheese']",https://tasty.co/recipe/savory-stuffing-waffles,american,Yes
498,Crust-free Nut Butter & Jam Sandwiches,"['wheat bread', 'butter choice', 'blueberry', 'plastic frozen', 'fruit jam choice', 'carrot']",https://tasty.co/recipe/crust-free-nut-butter-jam-sandwiches,american,Yes
502,Vegetarian Enchiladas,"['bean', 'flour tortilla', 'paprika', 'cumin', 'cilantro', 'sweet potato', 'onion', 'oil', 'garlic', 'chili powder', 'enchilada sauce', 'cheese']",https://tasty.co/recipe/vegetarian-enchiladas,latin_american,No
504,Air Fryer Popcorn Chicken,"['chicken breast', 'paprika', 'buttermilk', 'ketchup', 'flour', 'panko breadcrumb', 'egg']",https://tasty.co/recipe/air-fryer-popcorn-chicken,american,No
505,Curry Sticky Rice Stuffed With Short Rib By Chef JJ Johnson,"['jalepeno', 'sugar', 'coconut milk', 'lime', 'oil', 'sesame seed', 'curry powder', 'parsley', 'cinnamon stick', 'rib', 'rice', 'wine', 'beef stock', 'bay leaf', 'thyme', 'orange juice']",https://tasty.co/recipe/curry-sticky-rice-stuffed-with-short-rib-by-chef-jj-johnson,indian,No
506,BBQ Chicken Corn Dogs,"['sugar', 'cornmeal', 'BBQ sauce', 'milk', 'oil', 'flour', 'soda', 'egg']",https://tasty.co/recipe/bbq-chicken-corn-dogs,american,No
509,Baked Ziti,"['butter', 'pasta', 'mozzarella', 'onion', 'oil', 'basil', 'garlic', 'milk', 'ricotta', 'tomato', 'oregano', 'cheese']",https://tasty.co/recipe/baked-ziti,italian,No
510,The Crispiest Fried Chicken,"['lemon', 'bone chicken drumstick', 'buttermilk', 'oil', 'onion', 'flour', 'egg', 'vodka']",https://tasty.co/recipe/the-crispiest-fried-chicken,american,No
511,Bulgogi (Korean BBQ Rib Eye),"['oil', 'sesame seed', 'ginger', 'rib eye steak', 'onion', 'rice', 'garlic', 'pear', 'oil cooking', 'brown sugar']",https://tasty.co/recipe/bulgogi-korean-bbq-rib-eye,korean,Yes
512,Taiwan Pork Belly Buns ,"['wine', 'dry yeast', 'sugar', 'pork', 'cabage', 'sesame', 'ginger', 'peanut', 'coriander', 'oil', 'garlic', 'spice', 'spring onion half']",https://tasty.co/recipe/taiwan-pork-belly-buns,chinese,No
516,Singapore Chilli Crab,"['butter', 'chilli', 'mud crab', 'shallot', 'tomato puree', 'chili', 'spring onion', 'ketchup', 'palm sugar', 'rice wine vinegar', 'chicken stock', 'ginger', 'shrimp paste', 'coriander', 'oil', 'garlic', 'egg', 'bao dough mantou']",https://tasty.co/recipe/singapore-chilli-crab,chinese,No
519,Italian Chopped Salad,"['cherry tomato', 'minceds', 'wine vinegar', 'salami', 'dijon mustard', 'onion', 'oil', ' radicchio', 'chickpea', 'pepperoni', 'oregano', 'cheese']",https://tasty.co/recipe/italian-chopped-salad,italian,Yes
522,Chiles Rellenos,"['corn tortilla', 'pasilla chile', 'milk', 'oil', 'jar sour cream', 'queso fresco']",https://tasty.co/recipe/chiles-rellenos,latin_american,Yes
526,Steak And Cheddar Grilled Cheese Sandwiches,"['butter', 'carrot stick', 'flank steak', 'shallot', 'sourdough bread', 'wine vinegar', 'oil', 'garlic', 'cheese']",https://tasty.co/recipe/steak-and-cheddar-grilled-cheese-sandwiches,american,No
527,Winter Citrus Salad,"['fennel bulb', 'lemon juice', 'tarragon', 'blood', 'honey', 'pistachio', 'oil', 'orange', 'farro', 'grapefruit']",https://tasty.co/recipe/winter-citrus-salad,american,Yes
529,Korean Marinated Short Ribs (Galbi),"['honey', 'sesame', 'ginger', 'onion', 'oil', 'garlic', 'pear', 'brown sugar', 'beef rib']",https://tasty.co/recipe/korean-marinated-short-ribs-galbi,korean,Yes
530,Heart-Shaped Scalloped Potato-Crust Pizza,"['tomato sauce', 'sausage', 'barbecue chicken breast', 'parsley', 'spinach dip', 'potato', 'onion', 'basil', 'mushroom', 'bacon', 'pepperoni', 'cheese']",https://tasty.co/recipe/potato-crusted-pizza,italian,Yes
530,Heart-Shaped Scalloped Potato-Crust Pizza,"['tomato sauce', 'sausage', 'barbecue chicken breast', 'parsley', 'spinach dip', 'potato', 'onion', 'basil', 'mushroom', 'bacon', 'pepperoni', 'cheese']",https://tasty.co/recipe/potato-crusted-pizza,american,Yes
533,Chicken Meatballs,"['pasta', 'sauce choice', 'parsley', 'onion', 'oil', 'garlic', 'panko breadcrumb', 'egg', 'cheese']",https://tasty.co/recipe/chicken-meatballs,italian,No
534,Classic Caesar Salad,"['egg yollks', 'lemon juice', 'chicken breast', 'salmon broken', 'topping', 'bread', 'dijon mustard', 'shrimp', 'oil', 'virgin', 'garlic', 'fillet', 'gem lettuce leaf', 'cheese']",https://tasty.co/recipe/classic-caesar-salad,american,No
535,Chicago Dog,"['celery', 'sport', 'onion', 'beef dog', 'mustard', 'seed bun', 'tomato', 'pickle relish', 'dill pickle spear']",https://tasty.co/recipe/chicago-dog,american,Yes
536,Ravioli Pomodoro,"['sugar', 'package ravioli', 'onion', 'oil', 'garlic', 'tomato', 'basil leaf']",https://tasty.co/recipe/ravioli-pomodoro,italian,No
